Epoch,Generator Loss,Discriminator Loss
0,1.5538287162780762,-0.009806693531572819
1,1.5272053480148315,-0.02697736583650112
2,1.4910413026809692,-0.01711433194577694
3,1.5113013982772827,-0.021602503955364227
4,1.4781290292739868,-0.0389317087829113
5,1.4652122259140015,-0.04481364041566849
6,1.4797589778900146,-0.05558844655752182
7,1.4367413520812988,-0.02206450328230858
8,1.3621809482574463,-0.05494456738233566
9,1.325247883796692,0.01740877330303192
10,1.3474277257919312,0.0834866613149643
11,1.2232543230056763,0.07409277558326721
12,1.2093874216079712,0.09092612564563751
13,1.108525037765503,0.05509123206138611
14,1.2800722122192383,0.09442001581192017
15,1.1016885042190552,0.10730898380279541
16,1.2114160060882568,-0.04938763380050659
17,1.2159430980682373,-0.0035023391246795654
18,1.1436127424240112,-0.012246638536453247
19,1.2140109539031982,-0.05686119198799133
20,1.2053555250167847,-0.02476462721824646
21,1.2210570573806763,0.08184836804866791
22,1.257715106010437,-0.06943097710609436
23,1.2293606996536255,-0.03884771466255188
24,1.2199156284332275,-0.006753593683242798
25,1.203705906867981,0.0400463342666626
26,1.1974921226501465,-0.07471060752868652
27,1.210284948348999,0.028249308466911316
28,1.258976936340332,-0.013472706079483032
29,1.2083895206451416,-0.042890891432762146
30,1.166689395904541,-0.12532924115657806
31,1.15073823928833,-0.18604224920272827
32,1.1014875173568726,-0.12551243603229523
33,1.1770232915878296,-0.17989890277385712
34,1.154222011566162,-0.06494361162185669
35,1.1132984161376953,-0.1517176628112793
36,1.163696527481079,-0.01994338631629944
37,1.1080846786499023,-0.2262682318687439
38,1.0133025646209717,-0.19078388810157776
39,1.0992785692214966,-0.07782161235809326
40,1.1221574544906616,-0.16877633333206177
41,1.1601150035858154,-0.23048588633537292
42,1.126072645187378,-0.1814800202846527
43,1.161812424659729,-0.1593831479549408
44,1.0698840618133545,-0.23041443526744843
45,1.1622883081436157,-0.2725108861923218
46,1.1499742269515991,-0.172368586063385
47,1.1397817134857178,-0.22605545818805695
48,1.16864812374115,-0.17056939005851746
49,1.0975492000579834,-0.12888577580451965
50,1.1570768356323242,-0.18639011681079865
51,1.1532936096191406,-0.10274598002433777
52,1.1657620668411255,-0.20769451558589935
53,1.1207358837127686,-0.2891334295272827
54,1.1472150087356567,-0.12117795646190643
55,1.2055046558380127,-0.20141775906085968
56,1.176878809928894,-0.2158544361591339
57,1.254340410232544,-0.3292125165462494
58,1.1566411256790161,-0.2562800943851471
59,1.1523953676223755,-0.23808467388153076
60,1.2025848627090454,-0.3185749053955078
61,1.1129088401794434,-0.22580194473266602
62,1.2241226434707642,-0.2727696895599365
63,1.1109687089920044,-0.2872292995452881
64,1.281923532485962,-0.2650698721408844
65,1.1753764152526855,-0.2060157060623169
66,1.1506736278533936,-0.21313662827014923
67,1.1838334798812866,-0.3690963387489319
68,1.1447373628616333,-0.336683988571167
69,1.2234458923339844,-0.3621358275413513
70,1.1642740964889526,-0.3915408253669739
71,1.1619372367858887,-0.3417939245700836
72,1.0371360778808594,-0.2970394790172577
73,1.2047942876815796,-0.3960843086242676
74,1.0968952178955078,-0.4553050398826599
75,1.0808157920837402,-0.38308677077293396
76,1.164737343788147,-0.4978295564651489
77,1.174626350402832,-0.41162410378456116
78,1.0903972387313843,-0.440021276473999
79,1.166344165802002,-0.4380153715610504
80,1.1077022552490234,-0.4703866243362427
81,1.0758600234985352,-0.49561965465545654
82,1.0932353734970093,-0.47350460290908813
83,1.1505542993545532,-0.46346017718315125
84,1.0770314931869507,-0.5555996298789978
85,1.1138441562652588,-0.4143940806388855
86,1.2480969429016113,-0.41012102365493774
87,1.0998634099960327,-0.5131950378417969
88,1.0721380710601807,-0.5934505462646484
89,1.1109524965286255,-0.522135853767395
90,1.0762145519256592,-0.4956175684928894
91,1.0741496086120605,-0.5835466384887695
92,1.0821013450622559,-0.618103563785553
93,1.0800615549087524,-0.6173454523086548
94,1.2041559219360352,-0.6876547336578369
95,1.162487506866455,-0.6181111931800842
96,1.1354026794433594,-0.5963969230651855
97,1.0322705507278442,-0.569800615310669
98,1.147107481956482,-0.5868650674819946
99,1.088060736656189,-0.7095766663551331
100,1.095646858215332,-0.6500110626220703
101,1.0815156698226929,-0.7609103918075562
102,1.0523897409439087,-0.7394137382507324
103,1.1095200777053833,-0.6928359270095825
104,1.0789719820022583,-0.6983521580696106
105,0.9596438407897949,-0.7861684560775757
106,1.0505226850509644,-0.7201311588287354
107,1.0026113986968994,-0.7603488564491272
108,1.0288503170013428,-0.7894366979598999
109,1.0788309574127197,-0.9414922595024109
110,1.0364820957183838,-0.740886926651001
111,0.9130573272705078,-0.9159627556800842
112,0.9864960312843323,-0.8997467756271362
113,0.9811611175537109,-0.9027343392372131
114,0.8939490914344788,-0.8627117276191711
115,0.9875648021697998,-0.9666633009910583
116,0.9640578627586365,-0.8992903828620911
117,0.8982337117195129,-0.8029914498329163
118,0.9669174551963806,-1.030029296875
119,0.9720622301101685,-1.0691089630126953
120,0.8768681287765503,-1.1517263650894165
121,0.8183433413505554,-0.9880554676055908
122,0.9603170156478882,-0.9090340733528137
123,0.9223429560661316,-1.2773587703704834
124,0.8853133916854858,-1.0400043725967407
125,0.8507285118103027,-1.2090771198272705
126,0.7663047909736633,-1.1929339170455933
127,0.8006550073623657,-1.1862672567367554
128,0.8267689943313599,-1.1094175577163696
129,0.7779785990715027,-1.2583814859390259
130,0.750623345375061,-1.2518906593322754
131,0.6926016211509705,-1.072744607925415
132,0.7037867903709412,-1.1276005506515503
133,0.6737739443778992,-1.3112512826919556
134,0.801578938961029,-1.238346815109253
135,0.8080601096153259,-1.2041325569152832
136,0.6172752380371094,-1.2826974391937256
137,0.7813441157341003,-1.307970404624939
138,0.6920621395111084,-1.3963291645050049
139,0.6668175458908081,-1.2854417562484741
140,0.6166752576828003,-1.496105670928955
141,0.6909969449043274,-1.4022542238235474
142,0.597370445728302,-1.5096391439437866
143,0.6602134108543396,-1.478592872619629
144,0.6021226644515991,-1.364554524421692
145,0.5452331304550171,-1.327712893486023
146,0.639560341835022,-1.6710729598999023
147,0.6151863932609558,-1.5953608751296997
148,0.4590197205543518,-1.553009033203125
149,0.30600792169570923,-1.2387820482254028
150,0.4884410500526428,-1.3234972953796387
151,0.5905421376228333,-1.526517629623413
152,0.5838315486907959,-1.3739310503005981
153,0.46494215726852417,-1.4313243627548218
154,0.48465654253959656,-1.5954337120056152
155,0.43139204382896423,-1.4029518365859985
156,0.47329938411712646,-1.5820493698120117
157,0.3762314021587372,-1.5047165155410767
158,0.31321805715560913,-1.3804689645767212
159,0.41279786825180054,-1.5942803621292114
160,0.4419316351413727,-1.592636227607727
161,0.4402964115142822,-1.5880560874938965
162,0.4257921576499939,-1.710550308227539
163,0.5301772356033325,-1.3813461065292358
164,0.29011237621307373,-1.7458274364471436
165,0.31013429164886475,-1.7444747686386108
166,0.3248051404953003,-1.7836889028549194
167,0.3870958685874939,-1.5619399547576904
168,0.3014815151691437,-1.4606456756591797
169,0.3108050227165222,-1.4162508249282837
170,0.3395342230796814,-1.4477022886276245
171,0.2710263431072235,-1.5124057531356812
172,0.472017765045166,-1.5476596355438232
173,0.44458940625190735,-1.8192328214645386
174,0.30825918912887573,-1.8329758644104004
175,0.387420654296875,-1.7381079196929932
176,0.3122440576553345,-1.465801477432251
177,0.24386413395404816,-1.5150903463363647
178,0.19376306235790253,-1.625938892364502
179,0.15731173753738403,-1.6832201480865479
180,0.09923186898231506,-1.4186761379241943
181,0.0666026771068573,-1.5671944618225098
182,0.1109434962272644,-1.724522590637207
183,0.19718647003173828,-1.9070297479629517
184,0.184453547000885,-1.7450658082962036
185,0.08332476019859314,-2.028170108795166
186,0.17712783813476562,-1.8661870956420898
187,0.055601567029953,-1.7500786781311035
188,0.2794874906539917,-1.630718469619751
189,-0.01966586709022522,-1.778755784034729
190,-0.0819326639175415,-1.7053886651992798
191,0.028963416814804077,-1.5716567039489746
192,0.01606464385986328,-1.4554299116134644
193,0.049783527851104736,-1.5126607418060303
194,-0.012050032615661621,-1.9221574068069458
195,-0.06158062815666199,-1.7469549179077148
196,0.03343760967254639,-1.9104766845703125
197,0.04647773504257202,-1.9119833707809448
198,0.13517042994499207,-2.1337530612945557
199,0.09067225456237793,-2.2002768516540527
200,-0.04106801748275757,-1.7756969928741455
201,-0.13294050097465515,-1.980315923690796
202,-0.24951902031898499,-1.636813998222351
203,-0.07434791326522827,-1.609344720840454
204,-0.21319204568862915,-1.635558843612671
205,-0.1143915057182312,-1.826181173324585
206,-0.14208775758743286,-1.8324642181396484
207,-0.16723904013633728,-1.8005470037460327
208,-0.06253072619438171,-1.7517335414886475
209,-0.153205007314682,-1.8675498962402344
210,-0.16270223259925842,-1.9938814640045166
211,-0.24362227320671082,-2.026066303253174
212,-0.33239272236824036,-2.020519971847534
213,-0.11134737730026245,-1.955869436264038
214,-0.2527497112751007,-1.588587760925293
215,-0.17292359471321106,-1.5269365310668945
216,-0.19792383909225464,-1.7750189304351807
217,-0.17053866386413574,-1.816309928894043
218,-0.25780749320983887,-1.8857440948486328
219,-0.17945316433906555,-1.9043231010437012
220,-0.09595733880996704,-2.0370688438415527
221,-0.11819708347320557,-1.924479365348816
222,-0.11475527286529541,-2.0304722785949707
223,-0.32579490542411804,-2.0176796913146973
224,-0.3098639249801636,-1.990492582321167
225,-0.41565561294555664,-1.696304440498352
226,-0.46452417969703674,-2.1774914264678955
227,-0.40864425897598267,-1.8461337089538574
228,-0.5765551924705505,-1.662604808807373
229,-0.5160679817199707,-2.1202456951141357
230,-0.3706173002719879,-1.4956297874450684
231,-0.33217501640319824,-1.9630756378173828
232,-0.26388925313949585,-2.0966367721557617
233,-0.1877729594707489,-2.011868953704834
234,-0.24027077853679657,-1.9675171375274658
235,-0.31411734223365784,-2.3135886192321777
236,-0.42588135600090027,-1.7687649726867676
237,-0.3853127360343933,-1.9528052806854248
238,-0.41235989332199097,-1.7670453786849976
239,-0.41245415806770325,-1.9220908880233765
240,-0.48609083890914917,-1.7142612934112549
241,-0.36127933859825134,-1.9493517875671387
242,-0.3746606409549713,-1.7297567129135132
243,-0.43900248408317566,-1.91977858543396
244,-0.4417659044265747,-1.9326274394989014
245,-0.31289413571357727,-1.9849450588226318
246,-0.31766048073768616,-1.9968461990356445
247,-0.3302799463272095,-2.1677417755126953
248,-0.4794050455093384,-2.0315566062927246
249,-0.5437178015708923,-1.886827826499939
250,-0.5847820043563843,-1.904963731765747
251,-0.8625587821006775,-1.797605037689209
252,-0.511143684387207,-2.0962038040161133
253,-0.5356733798980713,-1.7145881652832031
254,-0.6332911849021912,-1.920259714126587
255,-0.5454930067062378,-1.791008472442627
256,-0.5880388021469116,-1.757088541984558
257,-0.4313705563545227,-1.8882739543914795
258,-0.47151216864585876,-1.9913647174835205
259,-0.5267670154571533,-1.9753024578094482
260,-0.4888392984867096,-1.9508651494979858
261,-0.8048299551010132,-1.8390135765075684
262,-0.6747792959213257,-1.899387240409851
263,-0.7545722126960754,-1.839674472808838
264,-0.5810422301292419,-2.2543585300445557
265,-0.669622004032135,-1.7373627424240112
266,-0.7362510561943054,-1.7375247478485107
267,-0.7401142120361328,-1.8378729820251465
268,-0.6324211359024048,-1.8528709411621094
269,-0.5812344551086426,-2.0742011070251465
270,-0.6057853102684021,-1.9038548469543457
271,-0.6250908374786377,-1.798811435699463
272,-0.5852200984954834,-1.8922688961029053
273,-0.7879736423492432,-1.823011875152588
274,-0.6856345534324646,-1.7353122234344482
275,-0.9059855341911316,-1.8366705179214478
276,-0.831416666507721,-1.8277010917663574
277,-0.8428641557693481,-1.7013550996780396
278,-0.8565723896026611,-1.6328939199447632
279,-0.8432780504226685,-1.5564038753509521
280,-0.7611106634140015,-1.7377562522888184
281,-0.7737337946891785,-2.1218156814575195
282,-0.6425151824951172,-1.866870403289795
283,-0.6474099159240723,-1.8483531475067139
284,-0.7885032296180725,-1.7865586280822754
285,-0.6610004901885986,-1.7798781394958496
286,-0.8250067830085754,-1.7546429634094238
287,-0.7761741280555725,-1.8105709552764893
288,-0.831186056137085,-1.590925693511963
289,-0.8178771734237671,-1.6249847412109375
290,-0.978498101234436,-1.649777889251709
291,-0.7834462523460388,-1.4767398834228516
292,-0.8705577254295349,-1.7439724206924438
293,-0.8908566236495972,-1.5266891717910767
294,-0.9198960661888123,-1.5762600898742676
295,-0.7103414535522461,-1.7716305255889893
296,-0.7450824975967407,-1.834723949432373
297,-0.9224436283111572,-2.082460880279541
